baseMean log2FoldChange lfcSE stat pvalue padj
YBR222C 231.427192964253 0.551516656621077 0.121852981372282 4.52674787051684 5.98983329588036e-06 5.65736592742124e-05
YBR225W 63.6397731365869 -0.658549115810732 0.22950147147428 -2.86366880244322 0.00418765618112011 0.0207954821619145
YBR226C 7.01473648190673 -1.41560587253666 0.514258097622902 -2.59189477659448 0.00954489603573703 0.0415070409554064
YBR230C 171.338957693065 -0.804249487673363 0.140826103558206 -5.70477653771325 1.16495818830978e-08 1.51034537788733e-07
YBR238C 35.4678429238795 0.967251951071413 0.275693768583656 3.51001809780901 0.000448076195618069 0.00299131464494707
YBR241C 122.913388829006 -0.690849851419695 0.165462450124295 -4.17036603581434 3.04110783387872e-05 0.00025909411232311
YBR244W 23.7451268443515 1.80633981268905 0.346647828263113 5.17658281789507 2.25986761749783e-07 2.620609448291e-06
YBR247C 21.1011844822937 1.02365219016699 0.35100515471524 2.91725416094315 0.00353127896362486 0.017948757199853
YBR248C 164.683068852535 1.16910593932775 0.137498019761428 8.50270669002144 1.85220473444441e-17 4.02725904412877e-16
YBR249C 534.261060567203 0.498750495825159 0.076978485392545 6.47951233568004 9.20195441289255e-11 1.37196758413174e-09
YBR255C-A 24.4120992172456 -1.15256822518931 0.348788727139436 -3.26233337057912 0.00110499113218118 0.00665332160549859
YBR257W 18.9644779533724 -1.24981023501429 0.389608338893935 -3.14851128103439 0.00164104389163892 0.00933353029013891
YBR261C 105.925476625744 0.956427753928643 0.169796545354947 5.63388880136233 1.76190651153357e-08 2.27017666156856e-07
YBR263W 332.178804388864 0.522169746069397 0.102537698297684 5.09298576070145 3.52468179899348e-07 4.02765646447029e-06
YBR286W 1376.35077052103 0.632182309149591 0.0498429877692477 12.6837984005607 7.272052569733e-37 2.8821261513714e-35
YBR287W 285.86981714144 0.80611486771147 0.105947817060271 7.60941900144465 2.75330797107854e-14 5.14663119847576e-13
YBR296C 150.220713030642 3.78924253127251 0.196244958281497 18.969275296869 3.06097302251154e-80 2.39597663337091e-78
YBR298C 200.319161034588 -0.555891426223619 0.129040055629213 -4.30561331239985 1.66523723515975e-05 0.000148331658130446
YBR299W 29.5887703691183 -1.31514160619658 0.345149110551086 -3.76080693206813 0.000169366117437851 0.00125511316851577
YCL001W 84.6963273603851 -0.616647600242678 0.19472204441806 -3.16227972574259 0.00156539115329726 0.00895203598351365
YCL008C 126.498150082391 0.579717030511489 0.156181917071319 3.71281751621064 0.000204964675225115 0.0014976532045037
YCL009C 634.775461686521 0.800788638175751 0.0731457627743261 10.9483813062277 6.76456308635518e-28 2.05629582751243e-26
YCL010C 74.5627539103551 0.56100717529884 0.199399005013325 2.8147627318807 0.0048813258635747 0.0234948981996194
YCL017C 152.540249612039 0.49159371169726 0.143211590316198 3.43339776707463 0.000596066940967503 0.00383614715759353
YCL025C 323.825439756375 2.53453658323674 0.111436456605314 22.7065656425117 3.85844122759208e-114 4.83231179343632e-112
YCL027W 15.3863729374026 -1.33079324711779 0.41608732790855 -3.11627975642508 0.00183148432631291 0.0102858787904677
YCL028W 218.746076229141 0.357488570948272 0.122214913649827 2.92547409520844 0.00343931809317065 0.0175525753051627
YCL030C 645.826649124477 2.75116788609702 0.0806471802643128 34.0748622453083 1.73895508348973e-254 6.40549219577217e-252
YCL033C 101.565980875812 0.603479977863007 0.17024259907616 3.54603712774463 0.000391071104124694 0.00265894381544933
YCL037C 3.48484792855239 1.80376025275517 0.547569590078666 2.98296077832642 0.00285474575090799 0.0150839271868429
YCL040W 3240.14014318867 0.891720049604198 0.0346878021655471 25.7072253306854 9.70494485982181e-146 1.59927275558432e-143
YCL042W 23.6410643310247 1.03570507594224 0.339217205868783 3.05404209551736 0.00225780397286353 0.0123049334012806
YCL043C 1558.59030032156 0.241017057555156 0.0478627596308842 5.03565918019001 4.76207203973234e-07 5.35369750678706e-06
YCL048W 7.80772535514002 -1.40647468682739 0.501055653764839 -2.65823058093265 0.00785521288690258 0.0352611778478738
YCL049C 139.56622106481 -0.472130251353824 0.151621614596343 -3.1119848407815 0.00185834041439496 0.0103808453835336
YCL050C 269.781428019647 0.372727473194796 0.108792137943751 3.42643730611264 0.000611554920425352 0.00392372634395856
YCL054W 59.3657321026141 0.588677828753952 0.219659385950931 2.68147057336433 0.00732993607741445 0.0333091870223289
YCL063W 65.0908039493888 -0.756663694099756 0.225138078240136 -3.35253031505721 0.000800764713677887 0.00503958656990043
YCL064C 372.876283284452 1.11007112241241 0.092541894482695 11.9955892144416 3.74740889933668e-33 1.29647925567106e-31
YCR002C 124.920753428066 -0.824583456936256 0.163872335257862 -5.02415312563691 5.05658816722458e-07 5.63422688668333e-06
YCR005C 223.284285458976 -2.11566235972353 0.148056560357913 -14.2116826214659 7.75397618822863e-46 3.46824277790626e-44
YCR011C 237.676231061201 0.336436522539038 0.115887659793361 2.90347463546944 0.00369046863443054 0.018621848983726
YCR012W 10641.8972254806 0.449083270244525 0.0210655194682673 21.318465685804 7.6526458701435e-101 8.12218109132858e-99
YCR013C 4475.0911376156 0.316011776146073 0.03199431761728 9.87717798636127 5.22845848366109e-23 1.35853141181269e-21
YCR021C 91.0760147470069 2.52812065250306 0.202970280556571 12.3812690921676 3.3008160947774e-35 1.23033990389858e-33
YCR024C 37.3418592690894 -0.909475688043054 0.285092014332649 -3.17177109073373 0.00151512382698497 0.0087043168849357
YCR024C-B 123.499601230397 0.606611917616249 0.156922727105833 3.86676018391048 0.000110290787549016 0.000847412161511582
YCR025C 7.45317417123264 -1.51737369984885 0.508019795236336 -2.78841464094918 0.00529667034838815 0.0252995802605695
YCR031C 1391.34358207028 0.456372937954929 0.0505466650287105 9.02895787389584 1.73314366984766e-19 4.12659530820763e-18
YCR034W 159.43240235142 0.425565364780976 0.146204245310179 2.91132544737317 0.00359898935249635 0.0182042579364557
YCR036W 95.9242091237548 -0.580770631257548 0.182183309189505 -3.18411531985163 0.00145197155244178 0.00838768068393954
YCR048W 189.553282708858 0.450978936138147 0.128840750542607 3.50088869392218 0.00046370947244762 0.00307926693156627
YCR051W 259.945691367759 0.711539101335563 0.108259074836818 6.57343003425411 4.91691832896123e-11 7.47323848930952e-10
YCR052W 165.687062398897 0.434130985398951 0.137990163549503 3.14671693114225 0.00165114727768896 0.00937705956178997
YCR053W 473.464251244993 0.42632348380829 0.0813630122929253 5.2401351799898 1.60459010968988e-07 1.90354917086664e-06
YCR057C 54.4016164426925 0.828636047693033 0.230021320100833 3.6042136704702 0.00031309940378763 0.00219555259408526
YCR059C 126.684751182156 0.587537240540216 0.160709725197865 3.65687081146948 0.000255312973011838 0.00183345164793593
YCR061W 92.2713666481113 0.4820668895304 0.180578926531317 2.67052354267786 0.00757330605113309 0.0341307367023105
YCR066W 19.4054480465216 -0.995949024786393 0.372431814478741 -2.64152977380336 0.00825325526601249 0.0368104590283264
YCR068W 68.9021405082356 0.677273039070012 0.204733393455515 3.30965992591155 0.000934093863953623 0.00575718088196613
YCR072C 13.305556016604 1.11774021422019 0.409142284032441 2.73019035286761 0.00632977652285353 0.0294043476158077
YCR073W-A 164.579540337663 0.528251173092374 0.13508613395751 3.91130902159895 9.17972285027349e-05 0.000717645748919008
YCR082W 56.3880062223372 -0.627273130633454 0.236985935159134 -2.64120871795759 0.00826108092547198 0.0368191379041321
YCR084C 280.916495818871 0.587715711237905 0.105523764627596 5.57021411454697 2.54426471242142e-08 3.21862335943089e-07
YCR087C-A 29.5299505648141 2.00039590801611 0.367798720863417 5.39950595079261 6.68246676215264e-08 8.25357137368832e-07
YCR095C 18.9061939848317 -1.08927523162697 0.385297592294124 -2.78664690146364 0.00532564735126676 0.0253606111890741
YCR097W 19.7316417501317 -1.31802495646211 0.386931093880619 -3.33898423721873 0.000840853355052225 0.00524967468528119
YDL002C 39.9714404972147 -0.816783956073495 0.282409270648923 -2.8794864557252 0.00398323406851791 0.0198590857779133
YDL009C 14.4910944081614 -1.66203133973435 0.431804568016695 -3.6774595738566 0.000235568395218691 0.00170338255295547
YDL010W 54.5515508005212 -0.900366887370516 0.247522786954824 -3.62347273628542 0.000290673855695487 0.00205904941670265
YDL011C 5.48320986706833 -1.74096189530576 0.53706189212665 -2.79089877662248 0.00525619074710499 0.0251253942430316
YDL014W 647.477168251871 0.84959589515622 0.0713427371634308 11.9091885256804 1.06003838007569e-32 3.64723095386482e-31
YDL018C 34.1022067397539 -0.759136336958945 0.29606562517883 -2.5522435755909 0.0107031663362712 0.0453666981513089
YDL019C 249.195711813155 0.605188872669016 0.112291929532134 5.39018771642468 7.03841241322579e-08 8.6760902621299e-07
YDL021W 27.4099380524371 -0.905275504731673 0.346635658709401 -2.59331047158925 0.00950569156483935 0.0413652818478277
YDL022W 549.943367208051 1.66461425410687 0.0808557213896224 20.5838708707657 3.82853857558852e-94 3.63247099399019e-92
YDL023C 16.0169008018397 1.26440659074613 0.392657801080712 3.21472892394913 0.00130567758269418 0.00770608201963331
YDL025C 146.496194654789 0.462612978386787 0.143045730692532 3.23476108840864 0.00121744554825784 0.00724680990797587
YDL026W 9.72448960963806 1.20349274835503 0.466422314494831 2.57373997291387 0.0100605852054026 0.0432391108827941
YDL030W 38.7295260970422 -0.755515634945932 0.277725219620861 -2.70916575812002 0.00674526309763198 0.0310808223085883
YDL035C 125.030354346122 -0.644931164641987 0.162914993917106 -3.95456834161222 7.66729537589339e-05 0.000605455279241418
YDL037C 17.4882475357125 2.79013508080391 0.425883953323415 6.2168883631456 5.07110276168072e-10 7.22727122236732e-09
YDL039C 127.14718846479 2.6537650532179 0.174375488502583 15.140488320155 8.75611164550642e-52 4.45778627025701e-50
YDL048C 166.630656273808 1.14566723952223 0.145847674681244 7.85536129729893 3.98621399771821e-15 7.72807184325432e-14
YDL055C 1625.60051957182 0.762275809403836 0.0458854212238724 16.6129260551492 5.61845214136878e-62 3.48344032764864e-60
YDL060W 66.9038672782366 1.03928444295078 0.213072435506169 4.87848909003611 1.0690157595617e-06 1.12886622029939e-05
YDL066W 229.802941985867 0.492577158427142 0.115157963120229 4.27804702243085 1.88540198745111e-05 0.000166992747459956
YDL074C 96.2061109295873 -0.788088728278068 0.186364821800842 -4.22101219515051 2.43207777320463e-05 0.000211523208552881
YDL079C 116.733199525881 0.472317872734474 0.162342594985464 2.91021694508144 0.00361177955755276 0.0182542079010455
YDL083C 844.407450026572 0.658374450439426 0.0630211929861322 10.4473071815595 1.50744620563102e-25 4.25208474759524e-24
YDL096C 8.58749062491861 1.60704702184809 0.479811146256625 3.30485797566973 0.00095024539305663 0.00584522264373342
YDL117W 76.0925894012938 -0.626218500562659 0.20430413478899 -3.06014404748407 0.00221230559997249 0.012120260426096
YDL119C 36.4480255782481 -0.737270076075538 0.288916843689121 -2.54132019876873 0.0110434730689934 0.0465998843382998
YDL124W 336.983309984294 1.0028495416275 0.0984753268472379 10.1843196525419 2.32983853086242e-24 6.3432386435915e-23
YDL126C 1622.72367444377 0.491445044395685 0.045097891648998 10.8975270911579 1.18432336408692e-27 3.56549658938092e-26
YDL127W 22.6765359358528 -1.140104006445 0.362670011274596 -3.10218124024088 0.00192100307788504 0.0106737544576008
YDL130W 807.048980923125 0.161927263799645 0.0638104367077807 2.53768227183256 0.0111589242384719 0.0468974386451754
YDL131W 274.685355139838 0.441334437798387 0.113288292288368 3.89612696711734 9.77431628686151e-05 0.000761289987734223
YDL134C 268.016993730882 0.372742924272049 0.108065349137007 3.44963027989329 0.000561354790409756 0.00363516411328427
YDL136W 439.730355885656 0.299943000636479 0.0840788179250513 3.56762309053158 0.000360234169971868 0.00248161317091731
YDL140C 677.608543522557 0.69553847234671 0.0691028275410741 10.0657835490449 7.82616389291555e-24 2.10332353207885e-22
YDL143W 370.268522986247 0.637342728897234 0.0945312799919493 6.74277030099945 1.55394778524365e-11 2.45108842095611e-10
YDL145C 485.431802692681 0.361162829564142 0.0824935345103504 4.3783428856167 1.19585103795322e-05 0.000109014962435896
YDL146W 66.889642660162 0.542100215258886 0.210050504695063 2.5820836387341 0.00982057814775505 0.0424860108489438
YDL147W 240.066241409549 -0.389856125358344 0.120179066594289 -3.2430913349361 0.00118240300252432 0.00705834852412517
YDL153C 133.425307592796 0.663603174394035 0.153247235929277 4.33138027256458 1.48177513900335e-05 0.00013370138213889
YDL160C 106.179858592372 0.756620005465809 0.166901649443742 4.53469078163745 5.76879376035738e-06 5.46508116904053e-05
YDL167C 33.9350267146995 1.19700131448755 0.284958802901514 4.19940068668949 2.6762237750404e-05 0.00022988358407823
YDL168W 112.754182670457 0.449264999413107 0.16343585107299 2.74967657797669 0.00596541120335737 0.0279815767456359
YDL171C 398.588807105207 0.452593972818888 0.0926896178237609 4.88330064763602 1.04324617978689e-06 1.10351479355161e-05
YDL172C 30.3190277869879 -0.871854096575136 0.314642430060243 -2.75320816807481 0.005901435844139 0.0277646816348598
YDL182W 357.275699426196 1.6599188613991 0.103623664467541 16.0145483789159 1.01138392532569e-57 5.70566318954005e-56
YDL185W 912.92558257413 0.371875289802649 0.0597807648722348 6.22085987496185 4.94437597096742e-10 7.06887724433744e-09
YDL191W 712.148793981862 0.319304057268049 0.0695374941725815 4.59200352144031 4.39010959179172e-06 4.24241763330243e-05
YDL192W 536.62151726922 0.216563495739873 0.0829897730178231 2.60962010866258 0.00906428198944391 0.0397761274126824
YDL195W 446.857255656107 0.275097655545719 0.0853370248654406 3.22384368376007 0.00126482421560354 0.00749321593009402
YDL197C 74.2711147148213 -0.667830596438713 0.211541920463695 -3.15127794334902 0.00162557717516332 0.00925396751897521
YDL198C 123.933727008513 0.678928165853788 0.156760246874068 4.3321852623335 1.47636628138889e-05 0.000133405564993611
YDL204W 61.5829451717963 0.821495293181908 0.216867594691796 3.78971815225683 0.000150818310668037 0.00113104701964461
YDL205C 83.9119592552144 0.539818613602548 0.186508764786947 2.895507399328 0.00378546105327522 0.0190398049121361
YDL206W 49.1300671869902 -1.10847009256699 0.257928450539013 -4.27073993478637 1.9482549151542e-05 0.000172315992636944
